Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD4885,Delhi,CPET Academy,1st,Data Science,Mass-Mailing
LD4886,Jaipur,Nirma University,4th,Data Science,Google Form
LD4887,Hyderabad,Nirma University,1st,Data Science,College Collaboration
LD4888,Jaipur,Chandigarh University,2nd,Data Science,College Collaboration
LD4889,Ahmedabad,Indus University,1st,Robotics,College Collaboration
LD4890,Jaipur,Indus University,1st,Electric Vehicle,LinkedIn
LD4891,Ahmedabad,CPET Academy,2nd,Electric Vehicle,Instagram
LD4892,Bangalore,Gujarat Institute Of Technology,3rd,Electric Vehicle,Instagram
LD4893,Surat,St Xaviers College,4th,Robotics,Instagram
LD4894,Kolkata,Nirma University,3rd,AI,College Collaboration
LD4895,Surat,CPET Academy,2nd,Data Science,Mass-Mailing
LD4896,Jaipur,CPET Academy,3rd,Electric Vehicle,LinkedIn
LD4897,Pune,Gujarat Institute Of Technology,1st,AI,Google Form
LD4898,Surat,St Xaviers College,3rd,Data Science,LinkedIn
LD4899,Delhi,Gujarat Institute Of Technology,1st,Electric Vehicle,WhatsApp
LD4900,Bangalore,St Xaviers College,1st,Electric Vehicle,Mass-Mailing
LD4901,Pune,St Xaviers College,3rd,AI,WhatsApp
LD4902,Surat,Gujarat Institute Of Technology,1st,AI,Instagram
LD4903,Ahmedabad,Chandigarh University,1st,Electric Vehicle,LinkedIn
LD4904,Ahmedabad,Indus University,1st,Robotics,Instagram
LD4905,Surat,CPET Academy,4th,Electric Vehicle,Mass-Mailing
LD4906,Bangalore,St Xaviers College,1st,Electric Vehicle,Instagram
LD4907,Delhi,Indus University,4th,Electric Vehicle,Instagram
LD4908,Ahmedabad,St Xaviers College,3rd,Electric Vehicle,Mass-Mailing
LD4909,Surat,Nirma University,2nd,Data Science,WhatsApp
LD4910,Hyderabad,CPET Academy,2nd,Data Science,Mass-Mailing
LD4911,Ahmedabad,Indus University,1st,AI,College Collaboration
LD4912,Ahmedabad,CPET Academy,4th,Robotics,WhatsApp
LD4913,Bangalore,Gujarat Institute Of Technology,3rd,Data Science,Mass-Mailing
LD4914,Kolkata,Chandigarh University,2nd,Robotics,College Collaboration
LD4915,Delhi,Gujarat Institute Of Technology,2nd,Electric Vehicle,Instagram
LD4916,Mumbai,Chandigarh University,4th,Data Science,LinkedIn
LD4917,Mumbai,St Xaviers College,3rd,Data Science,LinkedIn
LD4918,Pune,Chandigarh University,4th,AI,WhatsApp
LD4919,Pune,CPET Academy,2nd,Data Science,Mass-Mailing
LD4920,Chandigarh,Indus University,4th,Data Science,Instagram
LD4921,Pune,Nirma University,2nd,Data Science,College Collaboration
LD4922,Hyderabad,Gujarat Institute Of Technology,4th,Data Science,WhatsApp
LD4923,Chandigarh,Nirma University,3rd,Data Science,College Collaboration
LD4924,Hyderabad,CPET Academy,3rd,Electric Vehicle,Google Form
LD4925,Bangalore,Gujarat Institute Of Technology,4th,Electric Vehicle,College Collaboration
LD4926,Surat,St Xaviers College,3rd,Robotics,Instagram
LD4927,Mumbai,Nirma University,3rd,Data Science,Instagram
LD4928,Ahmedabad,Nirma University,2nd,Electric Vehicle,Instagram
LD4929,Hyderabad,St Xaviers College,3rd,Electric Vehicle,Instagram
LD4930,Jaipur,CPET Academy,2nd,AI,Mass-Mailing
LD4931,Kolkata,Nirma University,2nd,Robotics,Google Form
LD4932,Mumbai,Nirma University,3rd,AI,Instagram
LD4933,Ahmedabad,Nirma University,4th,AI,College Collaboration
LD4934,Delhi,Chandigarh University,4th,Data Science,Google Form
LD4935,Jaipur,Chandigarh University,4th,Data Science,Google Form
LD4936,Ahmedabad,Gujarat Institute Of Technology,2nd,Robotics,Google Form
LD4937,Pune,Gujarat Institute Of Technology,3rd,Robotics,College Collaboration
LD4938,Jaipur,CPET Academy,1st,Data Science,LinkedIn
LD4939,Chandigarh,St Xaviers College,4th,AI,College Collaboration
LD4940,Surat,Nirma University,2nd,Electric Vehicle,WhatsApp
LD4941,Mumbai,Indus University,4th,Data Science,College Collaboration
LD4942,Delhi,Gujarat Institute Of Technology,3rd,Electric Vehicle,Mass-Mailing
LD4943,Surat,Gujarat Institute Of Technology,3rd,Electric Vehicle,Google Form
LD4944,Chandigarh,Indus University,1st,Data Science,Instagram
LD4945,Surat,CPET Academy,3rd,Robotics,LinkedIn
LD4946,Pune,Nirma University,1st,Data Science,Instagram
LD4947,Hyderabad,St Xaviers College,2nd,Electric Vehicle,WhatsApp
LD4948,Hyderabad,Chandigarh University,4th,Electric Vehicle,Instagram
LD4949,Kolkata,CPET Academy,4th,Electric Vehicle,Google Form
LD4950,Kolkata,Indus University,2nd,Data Science,Instagram
LD4951,Kolkata,CPET Academy,3rd,AI,College Collaboration
LD4952,Jaipur,Nirma University,3rd,AI,WhatsApp
LD4953,Chandigarh,Chandigarh University,3rd,Data Science,College Collaboration
LD4954,Kolkata,St Xaviers College,1st,Electric Vehicle,Instagram
LD4955,Bangalore,Chandigarh University,3rd,Robotics,LinkedIn
LD4956,Bangalore,Gujarat Institute Of Technology,1st,Robotics,Instagram
LD4957,Mumbai,Gujarat Institute Of Technology,1st,Data Science,Mass-Mailing
LD4958,Pune,Nirma University,1st,Robotics,WhatsApp
LD4959,Mumbai,Indus University,2nd,Robotics,LinkedIn
LD4960,Bangalore,St Xaviers College,1st,Data Science,Google Form
LD4961,Surat,Nirma University,1st,Electric Vehicle,LinkedIn
LD4962,Bangalore,Nirma University,2nd,Robotics,LinkedIn
LD4963,Pune,Indus University,4th,Data Science,Google Form
LD4964,Surat,Gujarat Institute Of Technology,4th,Robotics,Instagram
LD4965,Mumbai,Gujarat Institute Of Technology,4th,Electric Vehicle,LinkedIn
LD4966,Surat,Indus University,2nd,AI,College Collaboration
LD4967,Kolkata,Indus University,4th,Robotics,College Collaboration
LD4968,Pune,Nirma University,2nd,Electric Vehicle,LinkedIn
LD4969,Kolkata,Indus University,4th,AI,Instagram
LD4970,Chandigarh,St Xaviers College,3rd,AI,Mass-Mailing
LD4971,Chandigarh,St Xaviers College,1st,Electric Vehicle,WhatsApp
LD4972,Jaipur,Gujarat Institute Of Technology,1st,Electric Vehicle,Mass-Mailing
LD4973,Kolkata,St Xaviers College,3rd,Robotics,LinkedIn
LD4974,Ahmedabad,CPET Academy,4th,AI,WhatsApp
LD4975,Hyderabad,CPET Academy,4th,Data Science,Google Form
LD4976,Jaipur,Nirma University,2nd,Electric Vehicle,WhatsApp
LD4977,Ahmedabad,Chandigarh University,3rd,Robotics,WhatsApp
LD4978,Ahmedabad,Nirma University,3rd,Data Science,College Collaboration
LD4979,Chandigarh,St Xaviers College,3rd,Robotics,Google Form
LD4980,Hyderabad,Indus University,3rd,AI,Google Form
LD4981,Pune,Nirma University,4th,AI,LinkedIn
LD4982,Kolkata,Nirma University,4th,Electric Vehicle,LinkedIn
LD4983,Chandigarh,Gujarat Institute Of Technology,3rd,AI,WhatsApp
LD4984,Mumbai,Nirma University,3rd,Robotics,WhatsApp
LD4985,Bangalore,CPET Academy,2nd,Electric Vehicle,LinkedIn
LD4986,Kolkata,CPET Academy,4th,AI,LinkedIn
LD4987,Surat,St Xaviers College,3rd,Electric Vehicle,LinkedIn
LD4988,Delhi,CPET Academy,3rd,Robotics,LinkedIn
LD4989,Surat,Chandigarh University,3rd,AI,College Collaboration
LD4990,Chandigarh,Indus University,1st,Robotics,LinkedIn
LD4991,Mumbai,Gujarat Institute Of Technology,2nd,Robotics,Google Form
LD4992,Mumbai,Chandigarh University,4th,AI,Mass-Mailing
LD4993,Hyderabad,Gujarat Institute Of Technology,4th,Robotics,College Collaboration
LD4994,Jaipur,Gujarat Institute Of Technology,4th,AI,LinkedIn
LD4995,Mumbai,Chandigarh University,4th,AI,LinkedIn
LD4996,Pune,Gujarat Institute Of Technology,4th,Electric Vehicle,Google Form
LD4997,Mumbai,CPET Academy,2nd,Electric Vehicle,Instagram
LD4998,Bangalore,Gujarat Institute Of Technology,3rd,AI,College Collaboration
LD4999,Surat,Indus University,2nd,Electric Vehicle,Instagram
LD5000,Mumbai,Indus University,1st,Data Science,Mass-Mailing
LD5001,Mumbai,Nirma University,3rd,Data Science,Mass-Mailing
LD5002,Kolkata,Gujarat Institute Of Technology,2nd,Data Science,Google Form
LD5003,Pune,CPET Academy,2nd,Data Science,Google Form
LD5004,Mumbai,St Xaviers College,4th,Robotics,Google Form
LD5005,Chandigarh,Gujarat Institute Of Technology,4th,Data Science,LinkedIn
LD5006,Hyderabad,Chandigarh University,4th,Electric Vehicle,Instagram
LD5007,Delhi,CPET Academy,1st,Data Science,Mass-Mailing
LD5008,Ahmedabad,CPET Academy,1st,AI,LinkedIn
LD5009,Surat,St Xaviers College,4th,Data Science,WhatsApp
LD5010,Bangalore,Chandigarh University,3rd,Electric Vehicle,Instagram
LD5011,Kolkata,CPET Academy,1st,Data Science,Instagram
LD5012,Jaipur,Chandigarh University,4th,Robotics,Google Form
LD5013,Surat,Indus University,1st,Electric Vehicle,Google Form
LD5014,Pune,Gujarat Institute Of Technology,3rd,Electric Vehicle,College Collaboration
LD5015,Surat,Gujarat Institute Of Technology,3rd,Robotics,Mass-Mailing
LD5016,Ahmedabad,Nirma University,3rd,AI,WhatsApp
LD5017,Surat,St Xaviers College,1st,Data Science,Instagram
LD5018,Chandigarh,CPET Academy,2nd,Electric Vehicle,WhatsApp
LD5019,Pune,Gujarat Institute Of Technology,4th,Robotics,LinkedIn
LD5020,Surat,Gujarat Institute Of Technology,1st,Electric Vehicle,LinkedIn
LD5021,Delhi,Gujarat Institute Of Technology,4th,Data Science,College Collaboration
LD5022,Kolkata,Chandigarh University,3rd,Robotics,Mass-Mailing
LD5023,Bangalore,CPET Academy,2nd,Robotics,LinkedIn
LD5024,Surat,Gujarat Institute Of Technology,3rd,Data Science,Mass-Mailing
LD5025,Jaipur,Gujarat Institute Of Technology,4th,AI,LinkedIn
LD5026,Chandigarh,Chandigarh University,1st,Data Science,WhatsApp
LD5027,Bangalore,Chandigarh University,4th,AI,Mass-Mailing
LD5028,Ahmedabad,St Xaviers College,3rd,Electric Vehicle,College Collaboration
LD5029,Mumbai,Nirma University,4th,Electric Vehicle,Mass-Mailing
LD5030,Pune,St Xaviers College,3rd,AI,Instagram
LD5031,Mumbai,Gujarat Institute Of Technology,1st,AI,Google Form
LD5032,Mumbai,Nirma University,1st,Data Science,Mass-Mailing
LD5033,Mumbai,Chandigarh University,3rd,AI,Mass-Mailing
LD5034,Hyderabad,Gujarat Institute Of Technology,2nd,Robotics,Instagram
LD5035,Delhi,Indus University,2nd,AI,College Collaboration
LD5036,Kolkata,Indus University,3rd,Electric Vehicle,WhatsApp
LD5037,Ahmedabad,CPET Academy,1st,Electric Vehicle,LinkedIn
LD5038,Bangalore,CPET Academy,3rd,Data Science,LinkedIn
LD5039,Bangalore,Nirma University,3rd,Data Science,Google Form
LD5040,Mumbai,St Xaviers College,3rd,Data Science,WhatsApp
LD5041,Mumbai,Indus University,2nd,Robotics,WhatsApp
LD5042,Delhi,CPET Academy,3rd,Robotics,Mass-Mailing
LD5043,Ahmedabad,Chandigarh University,4th,AI,Instagram
LD5044,Chandigarh,St Xaviers College,2nd,Data Science,Mass-Mailing
LD5045,Pune,Indus University,2nd,Robotics,LinkedIn
LD5046,Hyderabad,CPET Academy,4th,Data Science,Mass-Mailing
LD5047,Mumbai,CPET Academy,2nd,AI,Mass-Mailing
LD5048,Bangalore,Nirma University,4th,Electric Vehicle,WhatsApp
LD5049,Delhi,Nirma University,3rd,Data Science,Instagram
LD5050,Bangalore,Nirma University,4th,Electric Vehicle,Instagram
LD5051,Delhi,Chandigarh University,1st,Electric Vehicle,Google Form
LD5052,Surat,CPET Academy,4th,Robotics,Instagram
LD5053,Ahmedabad,Indus University,2nd,Electric Vehicle,Google Form
LD5054,Delhi,Chandigarh University,4th,Robotics,Google Form
LD5055,Hyderabad,Gujarat Institute Of Technology,2nd,Electric Vehicle,Mass-Mailing
LD5056,Ahmedabad,Chandigarh University,1st,Data Science,WhatsApp
LD5057,Kolkata,Chandigarh University,3rd,Robotics,Google Form
LD5058,Mumbai,Gujarat Institute Of Technology,1st,Electric Vehicle,WhatsApp
LD5059,Delhi,CPET Academy,3rd,AI,LinkedIn
LD5060,Mumbai,Nirma University,2nd,Electric Vehicle,College Collaboration
LD5061,Ahmedabad,Chandigarh University,1st,Robotics,Google Form
LD5062,Kolkata,Chandigarh University,2nd,Data Science,Google Form
LD5063,Bangalore,St Xaviers College,3rd,Electric Vehicle,Mass-Mailing
LD5064,Mumbai,CPET Academy,3rd,Electric Vehicle,Instagram
LD5065,Bangalore,St Xaviers College,2nd,AI,Google Form
LD5066,Chandigarh,Indus University,3rd,Electric Vehicle,Google Form
LD5067,Kolkata,CPET Academy,1st,Data Science,Mass-Mailing
LD5068,Mumbai,Nirma University,4th,AI,LinkedIn
LD5069,Jaipur,Nirma University,1st,Robotics,College Collaboration
LD5070,Delhi,St Xaviers College,3rd,AI,WhatsApp
LD5071,Hyderabad,Nirma University,2nd,Electric Vehicle,Google Form
LD5072,Chandigarh,St Xaviers College,3rd,Robotics,Google Form
LD5073,Jaipur,Nirma University,4th,Data Science,College Collaboration
LD5074,Pune,CPET Academy,3rd,Data Science,WhatsApp
LD5075,Kolkata,Gujarat Institute Of Technology,4th,Electric Vehicle,WhatsApp
LD5076,Mumbai,CPET Academy,4th,Electric Vehicle,Mass-Mailing
LD5077,Delhi,Chandigarh University,3rd,Data Science,College Collaboration
LD5078,Kolkata,CPET Academy,2nd,Electric Vehicle,Instagram
LD5079,Delhi,St Xaviers College,1st,AI,LinkedIn
LD5080,Ahmedabad,Gujarat Institute Of Technology,1st,Electric Vehicle,WhatsApp
LD5081,Mumbai,Indus University,3rd,Robotics,College Collaboration
LD5082,Hyderabad,Gujarat Institute Of Technology,2nd,Data Science,Google Form
LD5083,Mumbai,CPET Academy,4th,Robotics,Google Form
LD5084,Kolkata,CPET Academy,1st,Electric Vehicle,Google Form
LD5085,Jaipur,Gujarat Institute Of Technology,4th,AI,LinkedIn
LD5086,Kolkata,Indus University,1st,Robotics,Instagram
LD5087,Delhi,Nirma University,3rd,Electric Vehicle,College Collaboration
LD5088,Delhi,Gujarat Institute Of Technology,2nd,Data Science,Mass-Mailing
LD5089,Surat,Nirma University,1st,Data Science,Instagram
LD5090,Pune,Indus University,2nd,AI,WhatsApp
LD5091,Pune,St Xaviers College,1st,Robotics,Mass-Mailing
LD5092,Hyderabad,Indus University,3rd,Electric Vehicle,WhatsApp
LD5093,Chandigarh,Indus University,4th,Electric Vehicle,Google Form
LD5094,Surat,CPET Academy,1st,AI,Mass-Mailing
LD5095,Pune,Chandigarh University,3rd,Electric Vehicle,Mass-Mailing
LD5096,Chandigarh,Chandigarh University,4th,Data Science,Google Form
LD5097,Chandigarh,St Xaviers College,2nd,Electric Vehicle,Google Form
LD5098,Surat,CPET Academy,4th,Electric Vehicle,Instagram
LD5099,Pune,CPET Academy,4th,Data Science,College Collaboration
LD5100,Kolkata,Gujarat Institute Of Technology,4th,Data Science,LinkedIn
LD5101,Pune,St Xaviers College,3rd,AI,Google Form
LD5102,Chandigarh,Chandigarh University,3rd,AI,Mass-Mailing
LD5103,Kolkata,CPET Academy,1st,Robotics,Instagram
LD5104,Ahmedabad,Indus University,2nd,Electric Vehicle,LinkedIn
LD5105,Surat,Nirma University,4th,Electric Vehicle,LinkedIn
LD5106,Jaipur,Chandigarh University,4th,Data Science,Mass-Mailing
LD5107,Mumbai,CPET Academy,2nd,Data Science,Instagram
LD5108,Jaipur,St Xaviers College,3rd,Data Science,Google Form
LD5109,Chandigarh,Gujarat Institute Of Technology,3rd,Data Science,College Collaboration
LD5110,Mumbai,Indus University,4th,Robotics,Mass-Mailing
LD5111,Surat,Indus University,4th,AI,LinkedIn
LD5112,Bangalore,Nirma University,2nd,Data Science,Instagram
LD5113,Ahmedabad,St Xaviers College,1st,Electric Vehicle,College Collaboration
LD5114,Ahmedabad,Gujarat Institute Of Technology,4th,Data Science,WhatsApp
LD5115,Bangalore,Indus University,1st,Electric Vehicle,WhatsApp
LD5116,Chandigarh,Nirma University,3rd,AI,College Collaboration
LD5117,Surat,Indus University,1st,Robotics,WhatsApp
LD5118,Surat,Indus University,3rd,Robotics,WhatsApp
LD5119,Delhi,Chandigarh University,2nd,Robotics,Mass-Mailing
LD5120,Bangalore,Chandigarh University,1st,AI,College Collaboration
LD5121,Pune,Chandigarh University,4th,AI,Instagram
LD5122,Bangalore,Chandigarh University,1st,Data Science,Google Form
LD5123,Hyderabad,St Xaviers College,1st,Electric Vehicle,Google Form
LD5124,Kolkata,Nirma University,1st,Robotics,Instagram
LD5125,Surat,Nirma University,1st,Data Science,College Collaboration
LD5126,Jaipur,St Xaviers College,2nd,Data Science,Instagram
LD5127,Kolkata,CPET Academy,2nd,Data Science,Instagram
LD5128,Chandigarh,Indus University,2nd,Electric Vehicle,LinkedIn
LD5129,Chandigarh,Indus University,3rd,Robotics,Instagram
LD5130,Ahmedabad,Nirma University,4th,Electric Vehicle,Google Form
LD5131,Surat,Indus University,1st,Electric Vehicle,LinkedIn
LD5132,Ahmedabad,Nirma University,4th,AI,Mass-Mailing
LD5133,Bangalore,Indus University,2nd,Data Science,Google Form
LD5134,Surat,Gujarat Institute Of Technology,2nd,AI,LinkedIn
LD5135,Chandigarh,Chandigarh University,2nd,Robotics,Mass-Mailing
LD5136,Surat,Chandigarh University,4th,AI,Instagram
LD5137,Pune,Indus University,4th,Robotics,College Collaboration
LD5138,Mumbai,St Xaviers College,2nd,Robotics,WhatsApp
LD5139,Hyderabad,Nirma University,3rd,Data Science,Google Form
LD5140,Kolkata,Nirma University,3rd,Data Science,Instagram
LD5141,Bangalore,St Xaviers College,3rd,AI,Mass-Mailing
LD5142,Pune,Gujarat Institute Of Technology,3rd,Data Science,LinkedIn
LD5143,Chandigarh,St Xaviers College,3rd,Data Science,LinkedIn
LD5144,Jaipur,St Xaviers College,4th,AI,LinkedIn
LD5145,Chandigarh,CPET Academy,1st,Data Science,Google Form
LD5146,Mumbai,Nirma University,4th,Robotics,College Collaboration
LD5147,Pune,Chandigarh University,3rd,Electric Vehicle,WhatsApp
LD5148,Kolkata,St Xaviers College,2nd,AI,WhatsApp
LD5149,Bangalore,Indus University,3rd,AI,Google Form
LD5150,Bangalore,St Xaviers College,4th,Data Science,College Collaboration
LD5151,Kolkata,St Xaviers College,4th,Electric Vehicle,College Collaboration
LD5152,Mumbai,Chandigarh University,4th,Robotics,WhatsApp
LD5153,Jaipur,Chandigarh University,1st,Robotics,College Collaboration
LD5154,Delhi,Nirma University,3rd,AI,College Collaboration
LD5155,Jaipur,CPET Academy,4th,Electric Vehicle,College Collaboration
LD5156,Mumbai,Indus University,3rd,Data Science,LinkedIn
LD5157,Bangalore,Gujarat Institute Of Technology,4th,Electric Vehicle,Google Form
LD5158,Delhi,Chandigarh University,2nd,Electric Vehicle,Mass-Mailing
LD5159,Surat,Nirma University,2nd,Robotics,WhatsApp
LD5160,Kolkata,Nirma University,3rd,Electric Vehicle,LinkedIn
LD5161,Kolkata,CPET Academy,4th,Robotics,WhatsApp
LD5162,Kolkata,CPET Academy,2nd,AI,Google Form
LD5163,Chandigarh,Nirma University,3rd,Robotics,WhatsApp
LD5164,Mumbai,Nirma University,3rd,Data Science,College Collaboration
LD5165,Hyderabad,Gujarat Institute Of Technology,2nd,Electric Vehicle,WhatsApp
LD5166,Ahmedabad,Nirma University,4th,Robotics,LinkedIn
LD5167,Kolkata,Nirma University,1st,Data Science,College Collaboration
LD5168,Bangalore,Nirma University,1st,AI,LinkedIn
LD5169,Pune,CPET Academy,1st,AI,WhatsApp
LD5170,Delhi,CPET Academy,2nd,Electric Vehicle,WhatsApp
LD5171,Kolkata,Chandigarh University,2nd,Electric Vehicle,LinkedIn
LD5172,Chandigarh,Nirma University,2nd,AI,LinkedIn
LD5173,Delhi,CPET Academy,3rd,AI,Instagram
LD5174,Mumbai,Nirma University,4th,Robotics,LinkedIn
LD5175,Delhi,St Xaviers College,1st,Robotics,LinkedIn
LD5176,Delhi,Nirma University,4th,Robotics,Google Form
LD5177,Surat,St Xaviers College,3rd,Robotics,Google Form
LD5178,Delhi,Nirma University,3rd,Robotics,LinkedIn
LD5179,Bangalore,Chandigarh University,2nd,Electric Vehicle,College Collaboration
LD5180,Hyderabad,St Xaviers College,2nd,AI,Google Form
LD5181,Hyderabad,Indus University,1st,Robotics,College Collaboration
LD5182,Jaipur,Indus University,1st,Data Science,Mass-Mailing
LD5183,Bangalore,Gujarat Institute Of Technology,1st,Electric Vehicle,LinkedIn
LD5184,Bangalore,Nirma University,3rd,Robotics,Instagram
LD5185,Mumbai,Indus University,2nd,Electric Vehicle,Mass-Mailing
LD5186,Kolkata,Nirma University,2nd,Robotics,Instagram
LD5187,Delhi,Nirma University,4th,AI,LinkedIn
LD5188,Bangalore,Chandigarh University,1st,AI,LinkedIn
LD5189,Delhi,St Xaviers College,1st,Electric Vehicle,Mass-Mailing
LD5190,Hyderabad,Chandigarh University,4th,Robotics,Google Form
LD5191,Kolkata,St Xaviers College,1st,Data Science,Instagram
LD5192,Jaipur,St Xaviers College,1st,Electric Vehicle,Google Form
LD5193,Surat,Gujarat Institute Of Technology,4th,Electric Vehicle,WhatsApp
LD5194,Hyderabad,Gujarat Institute Of Technology,2nd,Robotics,Google Form
LD5195,Delhi,Gujarat Institute Of Technology,1st,Data Science,WhatsApp
LD5196,Mumbai,Gujarat Institute Of Technology,3rd,Data Science,Google Form
LD5197,Pune,Nirma University,2nd,AI,WhatsApp
LD5198,Kolkata,Indus University,2nd,Data Science,College Collaboration
LD5199,Surat,Nirma University,4th,Data Science,College Collaboration
LD5200,Delhi,Chandigarh University,3rd,Data Science,LinkedIn
LD5201,Chandigarh,Chandigarh University,1st,Electric Vehicle,Instagram
LD5202,Bangalore,St Xaviers College,2nd,AI,Instagram
LD5203,Bangalore,CPET Academy,1st,AI,Mass-Mailing
